height,block_hash,valid_claims,losers,legacy_winner_txid,canonical_winner_txid,winner_changed,credited_pow_pool_sat,legacy_uncredited_loser_fees_sat,canonical_reimbursement_sat,legacy_winner_v30_1_1_credit_sat,legacy_winner_credit_delta_sat,replacement_winner_v30_1_1_credit_sat,replacement_winner_credit_delta_sat,remaining_claimants_credit_delta_sat,value_reassigned_sat,block_total_credit_delta_sat
5950373,"30c77556838b942c8dd61843a39c56858034f445bb8b6b21dd17ee83063a78a8",2,1,"d768f279c35f2ae2296d66af8e0e8e815afdcd4e106e35df13c70334e849582c","d768f279c35f2ae2296d66af8e0e8e815afdcd4e106e35df13c70334e849582c",0,58000000000,28700,28700,57999971300,-28700,0,0,28700,28700,0
5950389,"3c8acca1786df50d5acbe917813301fd8d12e97da3a10b7c0107da1c5e1d7a09",2,1,"2b14d21d6adecf7fee083dcfedbd7ff498ec8bde940b89a99b1c3fc1fdfb5283","7a16afe7b2a524ebd22d09296bbdc0397538ede84f71cb80d52dffe6d591f1e0",1,29000000000,28700,28700,28700,-28999971300,28999971300,28999971300,0,28999971300,0
5950392,"a06d8718cf124a9ed38b7ceb78e31e822d8b5995f2240c7560b86dcccc258507",2,1,"b00f84114e05487b210be069c93c564367d62bfc246dc8f494b2011840fec245","6b152fc4292a2e904a38882234d9d0bb80ce2af1367801b42bbe8da6075f2fb4",1,29000000000,28700,28700,28700,-28999971300,28999971300,28999971300,0,28999971300,0
5950394,"ead2cfa731e2810a13320867e967b16dee07c61592c7c9a35ee7eb6ab670379d",3,2,"5809fb4a7c58755a9554e9a7beda0c35eba6b2d079ce6efe441bed0d9c3bb3d3","b5b528ac91bbc2d6444746b2af493a47d7b73db306915e5fbab86b6aa60ae6e7",1,58000000000,57400,57400,28700,-57999971300,57999942600,57999942600,28700,57999971300,0
5950404,"5319535277a61a703cc577c5e77915b2c6201246c78e50410ee08caa255243b7",2,1,"364da82b49e043fc6cd74e951eae65e9e7085e47d6f1fa796c0f4d03b4a7dd87","364da82b49e043fc6cd74e951eae65e9e7085e47d6f1fa796c0f4d03b4a7dd87",0,29000000000,28700,28700,28999971300,-28700,0,0,28700,28700,0
5950428,"c81d63c65c258cfa53d15d24a0123337bbcc1ed8ab8118f369c782682cd200ce",2,1,"6e499391933812d2161f567d80f88d3f2bf165959f87d82d17eef1ee21740104","6e499391933812d2161f567d80f88d3f2bf165959f87d82d17eef1ee21740104",0,290000000000,28700,28700,289999971300,-28700,0,0,28700,28700,0
5950435,"6cdb21d5e461d3debdd3fa401a35307c15db434555a7e7172b511d0000ddafca",2,1,"ae4fcbeffaf350ff6b5c74c89a09756e5ee99f484635208ab35c138755324f49","f8392ddb1df0c6fbbcd3c190f0c1ba59dd11cd28ee9d4080d3a8a2c3c30e1f5e",1,87000000000,28700,28700,28700,-86999971300,86999971300,86999971300,0,86999971300,0
5950449,"47aebba2d98456b57a3c1fe208c51ddd8ccad6398b2c8ef370cea214faa11b35",2,1,"f843dcbf854eeead3e9401f7a53c61c8c530b20ce07d749f9e012c32e2e7e607","6f0ea8dc07af5869b3d15b1b09e56ee6d19b6cfc32753e50414d12ace24984c4",1,29000000000,28700,28700,28700,-28999971300,28999971300,28999971300,0,28999971300,0
5950454,"ff0cce173531ab3041c113e9fe17175df6f33b299a36767407bd6152e91104ce",2,1,"86c614f135a0c6d9f574e5d5872cb13d127587b6aad73571e0ed9ef859e92ca0","8ab7d7ed69ae3892a8dc63214f50c18ead0b724627905cda80c982bfa6c2f7f3",1,87000000000,28700,28700,28700,-86999971300,86999971300,86999971300,0,86999971300,0
5950478,"47fd549fbeec96f3cc04473cf765900b929409954e87861579f64e5faf15d560",2,1,"15600531f415b2dd958b2710e887a1aa586cf0c2da0accdd5ae9842d7d4c1767","15600531f415b2dd958b2710e887a1aa586cf0c2da0accdd5ae9842d7d4c1767",0,29000000000,28700,28700,28999971300,-28700,0,0,28700,28700,0
5950503,"1ff83d29b345b7a983a70d48e26e55e9b017c65853546600c0815f28630a9143",2,1,"f8c16e25663d03fe52091456f16f7dbc1fe7e7a5cba125a08c9c65d6af748c01","0ebcd8330179e51831e0c9f75766fd9c84d46fe5d1da3b702ce1eadd1e37cf58",1,87000000000,28700,28700,28700,-86999971300,86999971300,86999971300,0,86999971300,0
5950531,"b532a68b46b358a6c53bbb01f51c4412b2ac3561c6da34c7e46ef794a5998488",2,1,"b00950bdff5bb3e400f59858e7ef74e7f5ff886d5732e734f02d70d8ea5e8e82","b00950bdff5bb3e400f59858e7ef74e7f5ff886d5732e734f02d70d8ea5e8e82",0,87000000000,28700,28700,86999971300,-28700,0,0,28700,28700,0
5950547,"91363517276c746830f46bb3dcf587f61921bbc7f97760f501e254b43ba478c7",2,1,"2c017212d770c1d41047efe33887a62daf19b32246734f832b5b9fcaca452f8e","f5489f2b5e37a4ab241bdb4061e2b02a7c83b0a83c5ace51807d471577d28ffd",1,29000000000,28700,28700,28700,-28999971300,28999971300,28999971300,0,28999971300,0
5950576,"5d47049b923102790efb8e6b01effa04cfda3aac0a456b24128f45e5d6aaf121",2,1,"871a1987e6645a52a5aadf8fc74a169c7943fc3cfc563d3f8ccc0a066f638010","e941eabc5d3c55d12f3ff0d61de21b04df1fb746d7362d2634a9e9abe56ab52d",1,29000000000,28700,28700,28700,-28999971300,28999971300,28999971300,0,28999971300,0
5950582,"70cd7fea4e1ed40a297e685afe7762b94c8793c7f4507fcfa33f80d95433e49c",2,1,"67ea25a5ab795f0902ed49823c38334876e9953baa7c2a806d8f3acd70458eed","92771a1c75b1e67405d27bb850c1a0f57c6c4bf8711873351af75f116db16fef",1,29000000000,28700,28700,28700,-28999971300,28999971300,28999971300,0,28999971300,0
5950589,"2b7be1f1179396cb400a6c5ea64bd59cd0da97ff53fdc84192a2303f7c8696da",3,2,"6b56ab76ea7b37087588a9754af250a6558f7e32cc7febffd1e89e986adf492a","20bb82a259008291a1c10b8d7ebb2e8104437df414b1420b6d8cb195a01a0c7c",1,58000000000,57400,57400,28700,-57999971300,57999942600,57999942600,28700,57999971300,0
5950606,"6c44303bdee40fa61d0068ea3c582ca3e12ed6f6ed6dc66ada2b617e148e0d54",2,1,"316ffa41f8f441d5e3db549fa9444c638ca9f9db33b4fd5a846ef4a42dc06c21","316ffa41f8f441d5e3db549fa9444c638ca9f9db33b4fd5a846ef4a42dc06c21",0,29000000000,28700,28700,28999971300,-28700,0,0,28700,28700,0
5950625,"22642bdc286197968c0f82b39947e2e32142e0f22b64c27c5aa8f8224b7cb24e",2,1,"2d8a924316673b9d6ebfcc827d7e9358069c7e986f2eb33e5217f78f47b45900","725c2bb3ce94468eefe0c4b05d42f7a0f75fb483ff4afe196f5f8f1c411b4081",1,58000000000,28700,28700,28700,-57999971300,57999971300,57999971300,0,57999971300,0
5950631,"d3cc413b18e2cac174134776395e1ed14dfa4c660b3e80463302d28ecfaa4eb8",2,1,"1a7206bc94971b7fbcd9a2634ebfdd5d24fa0bc122bf4ce3c128ecebd7863a7c","1a7206bc94971b7fbcd9a2634ebfdd5d24fa0bc122bf4ce3c128ecebd7863a7c",0,29000000000,28700,28700,28999971300,-28700,0,0,28700,28700,0
5950635,"539a864dba021b6e6b874f49a10a952ec46b48425e25272bbc8f4859bb96f898",2,1,"1766e16e510d5837b025766f5a7407f887fadb78e31f2aaefe3155ba384f6f8e","a772cdb33e20b2128d7b78df477e949a05236965c85533428ffd1a810d0a54bb",1,116000000000,28700,28700,28700,-115999971300,115999971300,115999971300,0,115999971300,0
5950681,"50815afa925ac38dcd9aa91c1d6202d1c9e6c55ca0f98f366e2e5227b0530865",2,1,"c269d8cb1e7715568276e242fbdf2d3f2e095a8af004b72c497c24fd7cadfe0f","c269d8cb1e7715568276e242fbdf2d3f2e095a8af004b72c497c24fd7cadfe0f",0,29000000000,28700,28700,28999971300,-28700,0,0,28700,28700,0
5950689,"2f94d2fb7c57a35d6076a6331a42860a7c1f5a233ce6d1155e7524dd3138565b",2,1,"fa341325d1555ed12da20eef246768d4bd13fd963639a88089e8f90e88b98f53","4a844487c3d875b03e905016a95e0d5560ccf9fccc003f2039975c54f4660c85",1,29000000000,28700,28700,28700,-28999971300,28999971300,28999971300,0,28999971300,0
5950710,"ea2db67e62af199bc237bb73fb7816c5a6ceef0a5491d1848db502ff6aafd10f",2,1,"16f859614f247e76f6696bd7e007affce3017d97b90565388b43f90aa7a71d72","16f859614f247e76f6696bd7e007affce3017d97b90565388b43f90aa7a71d72",0,174000000000,28700,28700,173999971300,-28700,0,0,28700,28700,0
5950711,"953c899a63bc493adc285e1f2b1e1ee36c1e37e1817ba16770d3af714db987bf",2,1,"b68b47b054dd53be2a9fca20a0161a77146091006f2f70f5daf9fdf6a88ddda3","fa848ee0e84d5bd84b0a4e2661ef5dc42396f1c13cac6aba36bff569c810dfc2",1,29000000000,28700,28700,28700,-28999971300,28999971300,28999971300,0,28999971300,0
5950717,"ff0de10239d952a43ee00a7f3b042ff367b75d278a4118b58ff4f8a624c1579a",2,1,"7a0bd310a9d5cf0b611ad936e88ba16ef3dc25ec2c322ff778e5a45dd7e32743","7a0bd310a9d5cf0b611ad936e88ba16ef3dc25ec2c322ff778e5a45dd7e32743",0,145000000000,28700,28700,144999971300,-28700,0,0,28700,28700,0
5950731,"c198f885ccab9ae45574b201fa8bcc0a857a52c7afcb60ea883107620fbbf1d7",2,1,"52fcaf8a6b9cee1ecfbae102a1ff566e57abcfb36b7bd9a9662e310984fcbe30","e06b71c8a72d5debe987177add014b5d2d565e715c989c8abe7c4882db1921c9",1,58000000000,28700,28700,28700,-57999971300,57999971300,57999971300,0,57999971300,0
5950778,"d929fd7b3da9f2c5510fe328ac752928c406e3492d00a29f965fd5ec708e54ef",2,1,"fa319377455bb637b0f56beb3c78995e35f0ceb2825b8f86e576b8e258abaf45","fa319377455bb637b0f56beb3c78995e35f0ceb2825b8f86e576b8e258abaf45",0,29000000000,28700,28700,28999971300,-28700,0,0,28700,28700,0
5950789,"7241fd640fb1bc3b0f892495fb0fa601dce0bc8b90ae9218233995b1349883f1",2,1,"6ea6cf98e61012fe12ebd7c68120dcce9647f2b2431c13eaf0f247553676051d","6ea6cf98e61012fe12ebd7c68120dcce9647f2b2431c13eaf0f247553676051d",0,116000000000,28700,28700,115999971300,-28700,0,0,28700,28700,0
5950804,"3c0264c775f6075eebb75dc44102ee7be56db5c97d36484ebf589cec781767bc",2,1,"d1c8d4321d23e7c9d007e0264a0641f8729c2ff2694b30f012f9169473799d8d","22ff4fe0fb984b5614705a306659abe9d92f254c35e483ca7564986b9d189bd6",1,58000000000,28700,28700,28700,-57999971300,57999971300,57999971300,0,57999971300,0
5950813,"2c5fc16a554476fb7ba9f2f9da71f02731e7705afad9cc3a97370d7eb9e1ee01",2,1,"7db83cec5c2bd65984e2823f6ebcae4b4dcf9e1c2ebc96ed8efde1779ca51235","7db83cec5c2bd65984e2823f6ebcae4b4dcf9e1c2ebc96ed8efde1779ca51235",0,87000000000,28700,28700,86999971300,-28700,0,0,28700,28700,0
5950815,"ef6429ceae977521d976b2f1819da67e29e4af7b31b770a00de1921b7d0d73b5",2,1,"ecde01673f86ef248fc30503ea35a41fcc9cee4b59fc045fe772c50e45c2a473","ecde01673f86ef248fc30503ea35a41fcc9cee4b59fc045fe772c50e45c2a473",0,58000000000,28700,28700,57999971300,-28700,0,0,28700,28700,0
5950818,"c0d1594d817029cd8e9790bcb03a2600eea1d0ad483aa963a235927541832b0e",2,1,"6996b57005ec74f973ccc13b58fa894418fa8cecb7201838b3822f5ef33b84c5","b678f13e265d690e077e29c76d2bff9558921f21d060010f4b150f4dd30306db",1,58000000000,28700,28700,28700,-57999971300,57999971300,57999971300,0,57999971300,0
